manager,quarter,nameOfIssuer,titleOfClass,cusip,value_usd_thousands,sshPrnamt,sshPrnamtType,investmentDiscretion,votingAuthoritySole
Blue Delta Capital Group,2025Q1,Basalt Foods Inc,CL A,UEI8D5UO2,26844,57972,SH,SOLE,57972
Blue Delta Capital Group,2025Q1,Cirrus Analytics PLC,COM,FJ91LAXX5,6731,19060,SH,SOLE,19060
Blue Delta Capital Group,2025Q1,Lumen Dynamics PLC,CL A,4C4OA26XD,21795,3312310,SH,SOLE,3312310
Blue Delta Capital Group,2025Q1,Vertex Health Inc,CL A,PV1V3UIX6,6160,14316,SH,SOLE,14316
Blue Delta Capital Group,2025Q1,Cirrus Semiconductor Co,COM,7XM4NDOGQ,8204,48588,SH,SOLE,48588
Blue Delta Capital Group,2025Q1,Zephyr Industries Co,COM,NTL2E1KTK,5467,30431,SH,SOLE,30431
Blue Delta Capital Group,2025Q1,Drift Materials Corp,ADR,1PCGFA32U,48792,103340,SH,SOLE,103340
Blue Delta Capital Group,2025Q1,Fable Therapeutics Ltd,COM,PROFH94P2,2435,12905,SH,SOLE,12905
Blue Delta Capital Group,2025Q1,Fable Motors Group,COM,LADVUD5Y5,3494,65005,SH,SOLE,65005
Blue Delta Capital Group,2025Q1,Sable Foods Co,COM,L8SGBI2BF,4862,47536,SH,SOLE,47536
Blue Delta Capital Group,2025Q1,Onyx Therapeutics Group,COM,5QDNT0U9N,28255,196106,SH,SOLE,196106
Blue Delta Capital Group,2025Q1,Cobalt Industries Ltd,COM,0YTHV3CGE,6814,35514,SH,SOLE,35514
Blue Delta Capital Group,2025Q1,Northwind Networks Co,COM,M96BE9ONW,3081,31257,SH,SOLE,31257
Blue Delta Capital Group,2025Q1,Terra Capital Ltd,COM,ULYOP3Z3M,26938,65328,SH,SOLE,65328
Blue Delta Capital Group,2025Q1,Vantage Energy Group,COM,GVLF22FRZ,87131,275322,SH,SOLE,275322
Blue Delta Capital Group,2025Q1,Northwind Networks PLC,COM,FGUZ9LO5L,21897,1135737,SH,SOLE,1135737
Blue Delta Capital Group,2025Q1,Cirrus Foods Corp,CL A,E8W8D72U6,11694,31667,SH,SOLE,31667
Blue Delta Capital Group,2025Q1,Copper Robotics Inc,ADR,ZPO3B7PU8,7565,23044,SH,SOLE,23044
Blue Delta Capital Group,2025Q1,Lumen Health Group,COM,T6NCJHUSC,20707,1343738,SH,SOLE,1343738
Blue Delta Capital Group,2025Q1,Marlin Holdings Ltd,CL A,7M7E2CQWH,16893,154133,SH,SOLE,154133
Blue Delta Capital Group,2025Q1,Basalt Industries Corp,COM,FFTDLVPGN,3908,10821,SH,SOLE,10821
Blue Delta Capital Group,2025Q1,Onyx Foods Inc,COM,747L78M65,1910,11658,SH,SOLE,11658
Blue Delta Capital Group,2025Q1,Onyx Semiconductor PLC,COM,IFCSYZN91,1342,15472,SH,SOLE,15472
Blue Delta Capital Group,2025Q1,Cedar Networks Co,COM,X1D6FIB00,5858,18530,SH,SOLE,18530
Blue Delta Capital Group,2025Q1,Sable Materials Inc,COM,6JJK2N4A4,13502,45174,SH,SOLE,45174
Blue Delta Capital Group,2025Q1,Sable Dynamics Ltd,ADR,GFT844TLG,27763,104048,SH,SOLE,104048
Blue Delta Capital Group,2025Q1,Drift Therapeutics Ltd,COM,MTI160IJI,2661,26261,SH,SOLE,26261
Blue Delta Capital Group,2025Q1,Vantage Logistics Corp,COM,5F25RLYYL,5241,27260,SH,SOLE,27260
Blue Delta Capital Group,2025Q1,Copper Health Inc,CL A,T8U689KKB,50331,146905,SH,SOLE,146905
Blue Delta Capital Group,2025Q1,Solace Networks PLC,COM,E3610AXVL,5410,13776,SH,SOLE,13776
Blue Delta Capital Group,2025Q1,Copper Motors Group,COM,XGHB0OUAK,19227,40893,SH,SOLE,40893
Blue Delta Capital Group,2025Q1,Nova Robotics Group,ADR,RCF6TPTY0,28124,91890,SH,SOLE,91890
Blue Delta Capital Group,2025Q2,Nova Bioworks Ltd,ADR,H7P8NE7N5,12285,27589,SH,SOLE,27589
Blue Delta Capital Group,2025Q2,Sable Holdings Co,COM,GC62EOLY9,11328,211897,SH,SOLE,211897
Blue Delta Capital Group,2025Q2,Cobalt Micro PLC,CL A,DX9J3AVYW,6722,73296,SH,SOLE,73296
Blue Delta Capital Group,2025Q2,Lumen Dynamics Co,CL A,4WZWR44RU,1704,5484,SH,SOLE,5484
Blue Delta Capital Group,2025Q2,Onyx Holdings Inc,ADR,C1V9GMYC5,7401,24784,SH,SOLE,24784
Blue Delta Capital Group,2025Q2,Drift Foods Corp,ADR,8YLXDWE0W,7207,30202,SH,SOLE,30202
Blue Delta Capital Group,2025Q2,Marlin Analytics PLC,ADR,QC18NAON6,10900,28985,SH,SOLE,28985
Blue Delta Capital Group,2025Q2,Onyx Semiconductor Inc,ADR,0RG4W145B,3406,50000,SH,SOLE,50000
Blue Delta Capital Group,2025Q2,Cedar Industries Co,COM,0C9QYEL4U,1746,10827,SH,SOLE,10827
Blue Delta Capital Group,2025Q2,Terra Software Group,COM,QYL7YY9U9,1840,3946,SH,SOLE,3946
Blue Delta Capital Group,2025Q2,Onyx Micro PLC,CL A,7Q7AEEULM,4513,20846,SH,SOLE,20846
Blue Delta Capital Group,2025Q2,Cedar Capital Corp,ADR,OU9V9SJ3O,26219,94079,SH,SOLE,94079
Blue Delta Capital Group,2025Q2,Zephyr Systems Ltd,ADR,XBD3A04GE,24781,71448,SH,SOLE,71448
Blue Delta Capital Group,2025Q2,Northwind Materials PLC,COM,ODJCXIA48,45120,492200,SH,SOLE,492200
Blue Delta Capital Group,2025Q2,Quill Energy Inc,CL A,YTHF7R2UF,27846,82402,SH,SOLE,82402
Blue Delta Capital Group,2025Q2,Cobalt Materials Ltd,ADR,4ZO6QTVZ5,7356,34780,SH,SOLE,34780
Blue Delta Capital Group,2025Q2,Nova Systems Co,ADR,UI726K5DU,40682,135819,SH,SOLE,135819
Blue Delta Capital Group,2025Q2,Quill Analytics Co,COM,NU7IDBR4S,73019,170172,SH,SOLE,170172
Blue Delta Capital Group,2025Q2,Cedar Networks Corp,COM,I626PD2RU,36234,192652,SH,SOLE,192652
Blue Delta Capital Group,2025Q2,Basalt Foods Inc,CL A,UEI8D5UO2,24437,52774,SH,SOLE,52774
Blue Delta Capital Group,2025Q2,Cirrus Analytics PLC,COM,FJ91LAXX5,6770,19171,SH,SOLE,19171
Blue Delta Capital Group,2025Q2,Lumen Dynamics PLC,CL A,4C4OA26XD,6669,1013526,SH,SOLE,1013526
Blue Delta Capital Group,2025Q2,Vertex Health Inc,CL A,PV1V3UIX6,6039,14035,SH,SOLE,14035
Blue Delta Capital Group,2025Q2,Cirrus Semiconductor Co,COM,7XM4NDOGQ,7551,44720,SH,SOLE,44720
Blue Delta Capital Group,2025Q2,Zephyr Industries Co,COM,NTL2E1KTK,6171,34350,SH,SOLE,34350
Blue Delta Capital Group,2025Q2,Drift Materials Corp,ADR,1PCGFA32U,16449,34839,SH,SOLE,34839
Blue Delta Capital Group,2025Q2,Fable Motors Group,COM,LADVUD5Y5,9037,168130,SH,SOLE,168130
Blue Delta Capital Group,2025Q2,Sable Foods Co,COM,L8SGBI2BF,4886,47771,SH,SOLE,47771
Blue Delta Capital Group,2025Q2,Onyx Therapeutics Group,COM,5QDNT0U9N,12726,88326,SH,SOLE,88326
Blue Delta Capital Group,2025Q2,Cobalt Industries Ltd,COM,0YTHV3CGE,3886,20253,SH,SOLE,20253
Blue Delta Capital Group,2025Q2,Northwind Networks Co,COM,M96BE9ONW,6687,67840,SH,SOLE,67840
Blue Delta Capital Group,2025Q2,Terra Capital Ltd,COM,ULYOP3Z3M,24748,60017,SH,SOLE,60017
Blue Delta Capital Group,2025Q2,Northwind Networks PLC,COM,FGUZ9LO5L,25782,1337241,SH,SOLE,1337241
Blue Delta Capital Group,2025Q2,Cirrus Foods Corp,CL A,E8W8D72U6,13591,36804,SH,SOLE,36804
Blue Delta Capital Group,2025Q2,Copper Robotics Inc,ADR,ZPO3B7PU8,7468,22748,SH,SOLE,22748
Blue Delta Capital Group,2025Q2,Marlin Holdings Ltd,CL A,7M7E2CQWH,15042,137245,SH,SOLE,137245
Blue Delta Capital Group,2025Q2,Basalt Industries Corp,COM,FFTDLVPGN,3601,9971,SH,SOLE,9971
Blue Delta Capital Group,2025Q2,Onyx Foods Inc,COM,747L78M65,1884,11499,SH,SOLE,11499
Blue Delta Capital Group,2025Q2,Cedar Networks Co,COM,X1D6FIB00,6129,19388,SH,SOLE,19388
Blue Delta Capital Group,2025Q2,Sable Materials Inc,COM,6JJK2N4A4,5184,17344,SH,SOLE,17344
Blue Delta Capital Group,2025Q2,Sable Dynamics Ltd,ADR,GFT844TLG,62699,234977,SH,SOLE,234977
Blue Delta Capital Group,2025Q2,Drift Therapeutics Ltd,COM,MTI160IJI,5599,55255,SH,SOLE,55255
Blue Delta Capital Group,2025Q2,Vantage Logistics Corp,COM,5F25RLYYL,5363,27895,SH,SOLE,27895
Blue Delta Capital Group,2025Q2,Copper Health Inc,CL A,T8U689KKB,55852,163019,SH,SOLE,163019
Blue Delta Capital Group,2025Q2,Solace Networks PLC,COM,E3610AXVL,5330,13572,SH,SOLE,13572
Blue Delta Capital Group,2025Q2,Copper Motors Group,COM,XGHB0OUAK,19607,41701,SH,SOLE,41701
Blue Delta Capital Group,2025Q2,Nova Robotics Group,ADR,RCF6TPTY0,31825,103983,SH,SOLE,103983
Blue Delta Capital Group,2025Q2,Sable Systems Ltd,COM,QPH9E29MS,2070,19792,SH,SOLE,19792
Blue Delta Capital Group,2025Q2,Zephyr Bioworks Inc,COM,NTCB897L3,36876,577541,SH,SOLE,577541
Blue Delta Capital Group,2025Q2,Quill Software Inc,CL A,7IBWMKW1Z,71655,227736,SH,SOLE,227736
Blue Delta Capital Group,2025Q2,Marlin Systems Corp,COM,PPRJ40A8E,61732,851476,SH,SOLE,851476
Blue Delta Capital Group,2025Q2,Onyx Therapeutics Inc,CL A,44NI2FMYI,3933,29623,SH,SOLE,29623
Blue Delta Capital Group,2025Q3,Nova Bioworks Ltd,ADR,H7P8NE7N5,12879,28923,SH,SOLE,28923
Blue Delta Capital Group,2025Q3,Sable Holdings Co,COM,GC62EOLY9,10979,205368,SH,SOLE,205368
Blue Delta Capital Group,2025Q3,Cobalt Micro PLC,CL A,DX9J3AVYW,7123,77669,SH,SOLE,77669
Blue Delta Capital Group,2025Q3,Lumen Dynamics Co,CL A,4WZWR44RU,1506,4846,SH,SOLE,4846
Blue Delta Capital Group,2025Q3,Onyx Holdings Inc,ADR,C1V9GMYC5,17715,59323,SH,SOLE,59323
Blue Delta Capital Group,2025Q3,Drift Foods Corp,ADR,8YLXDWE0W,16985,71177,SH,SOLE,71177
Blue Delta Capital Group,2025Q3,Marlin Analytics PLC,ADR,QC18NAON6,10086,26820,SH,SOLE,26820
Blue Delta Capital Group,2025Q3,Onyx Semiconductor Inc,ADR,0RG4W145B,3098,45479,SH,SOLE,45479
Blue Delta Capital Group,2025Q3,Cedar Industries Co,COM,0C9QYEL4U,637,3950,SH,SOLE,3950
Blue Delta Capital Group,2025Q3,Cedar Capital Corp,ADR,OU9V9SJ3O,30623,109882,SH,SOLE,109882
Blue Delta Capital Group,2025Q3,Zephyr Systems Ltd,ADR,XBD3A04GE,24081,69430,SH,SOLE,69430
Blue Delta Capital Group,2025Q3,Northwind Materials PLC,COM,ODJCXIA48,40246,439031,SH,SOLE,439031
Blue Delta Capital Group,2025Q3,Quill Energy Inc,CL A,YTHF7R2UF,70542,208747,SH,SOLE,208747
Blue Delta Capital Group,2025Q3,Cobalt Materials Ltd,ADR,4ZO6QTVZ5,7578,35830,SH,SOLE,35830
Blue Delta Capital Group,2025Q3,Nova Systems Co,ADR,UI726K5DU,14798,49404,SH,SOLE,49404
Blue Delta Capital Group,2025Q3,Quill Analytics Co,COM,NU7IDBR4S,80987,188741,SH,SOLE,188741
Blue Delta Capital Group,2025Q3,Cedar Networks Corp,COM,I626PD2RU,35867,190701,SH,SOLE,190701
Blue Delta Capital Group,2025Q3,Basalt Foods Inc,CL A,UEI8D5UO2,25848,55821,SH,SOLE,55821
Blue Delta Capital Group,2025Q3,Lumen Dynamics PLC,CL A,4C4OA26XD,15541,2361854,SH,SOLE,2361854
Blue Delta Capital Group,2025Q3,Vertex Health Inc,CL A,PV1V3UIX6,5245,12189,SH,SOLE,12189
Blue Delta Capital Group,2025Q3,Cirrus Semiconductor Co,COM,7XM4NDOGQ,6850,40569,SH,SOLE,40569
Blue Delta Capital Group,2025Q3,Zephyr Industries Co,COM,NTL2E1KTK,2398,13348,SH,SOLE,13348
Blue Delta Capital Group,2025Q3,Drift Materials Corp,ADR,1PCGFA32U,18053,38236,SH,SOLE,38236
Blue Delta Capital Group,2025Q3,Fable Motors Group,COM,LADVUD5Y5,14397,267851,SH,SOLE,267851
Blue Delta Capital Group,2025Q3,Sable Foods Co,COM,L8SGBI2BF,12021,117530,SH,SOLE,117530
Blue Delta Capital Group,2025Q3,Onyx Therapeutics Group,COM,5QDNT0U9N,11596,80483,SH,SOLE,80483
Blue Delta Capital Group,2025Q3,Cobalt Industries Ltd,COM,0YTHV3CGE,3405,17746,SH,SOLE,17746
Blue Delta Capital Group,2025Q3,Northwind Networks Co,COM,M96BE9ONW,1839,18657,SH,SOLE,18657
Blue Delta Capital Group,2025Q3,Terra Capital Ltd,COM,ULYOP3Z3M,67312,163240,SH,SOLE,163240
Blue Delta Capital Group,2025Q3,Northwind Networks PLC,COM,FGUZ9LO5L,24595,1275674,SH,SOLE,1275674
Blue Delta Capital Group,2025Q3,Cirrus Foods Corp,CL A,E8W8D72U6,33025,89431,SH,SOLE,89431
Blue Delta Capital Group,2025Q3,Copper Robotics Inc,ADR,ZPO3B7PU8,6760,20592,SH,SOLE,20592
Blue Delta Capital Group,2025Q3,Basalt Industries Corp,COM,FFTDLVPGN,4190,11602,SH,SOLE,11602
Blue Delta Capital Group,2025Q3,Onyx Foods Inc,COM,747L78M65,5203,31757,SH,SOLE,31757
Blue Delta Capital Group,2025Q3,Cedar Networks Co,COM,X1D6FIB00,5816,18397,SH,SOLE,18397
Blue Delta Capital Group,2025Q3,Sable Materials Inc,COM,6JJK2N4A4,5908,19766,SH,SOLE,19766
Blue Delta Capital Group,2025Q3,Sable Dynamics Ltd,ADR,GFT844TLG,70701,264966,SH,SOLE,264966
Blue Delta Capital Group,2025Q3,Drift Therapeutics Ltd,COM,MTI160IJI,2306,22757,SH,SOLE,22757
Blue Delta Capital Group,2025Q3,Vantage Logistics Corp,COM,5F25RLYYL,5954,30968,SH,SOLE,30968
Blue Delta Capital Group,2025Q3,Copper Health Inc,CL A,T8U689KKB,52490,153206,SH,SOLE,153206
Blue Delta Capital Group,2025Q3,Solace Networks PLC,COM,E3610AXVL,2789,7102,SH,SOLE,7102
Blue Delta Capital Group,2025Q3,Copper Motors Group,COM,XGHB0OUAK,17182,36543,SH,SOLE,36543
Blue Delta Capital Group,2025Q3,Nova Robotics Group,ADR,RCF6TPTY0,84596,276403,SH,SOLE,276403
Blue Delta Capital Group,2025Q3,Quill Software Inc,CL A,7IBWMKW1Z,183011,581652,SH,SOLE,581652
Blue Delta Capital Group,2025Q3,Marlin Systems Corp,COM,PPRJ40A8E,55884,770814,SH,SOLE,770814
Blue Delta Capital Group,2025Q3,Onyx Therapeutics Inc,CL A,44NI2FMYI,3669,27634,SH,SOLE,27634
Blue Delta Capital Group,2025Q3,Cedar Semiconductor Corp,COM,Y4O6L9N6W,35591,310730,SH,SOLE,310730
Blue Delta Capital Group,2025Q3,Onyx Micro PLC,CL A,7Q7AEEULM,35612,164497,SH,SOLE,164497
Blue Delta Capital Group,2025Q3,Fable Robotics PLC,COM,LS4DT2K9F,3803,8982,SH,SOLE,8982
Blue Delta Capital Group,2025Q3,Halcyon Semiconductor Inc,COM,01CI5RDHW,10445,454724,SH,SOLE,454724
Blue Delta Capital Group,2025Q3,Lumen Micro Group,CL A,W0AYGR47F,8794,96299,SH,SOLE,96299
Blue Delta Capital Group,2025Q3,Copper Therapeutics Ltd,ADR,6Z74TMAAC,8692,42023,SH,SOLE,42023
Blue Delta Capital Group,2025Q4,Nova Bioworks Ltd,ADR,H7P8NE7N5,12681,28478,SH,SOLE,28478
Blue Delta Capital Group,2025Q4,Cobalt Micro PLC,CL A,DX9J3AVYW,13794,150409,SH,SOLE,150409
Blue Delta Capital Group,2025Q4,Lumen Dynamics Co,CL A,4WZWR44RU,1484,4776,SH,SOLE,4776
Blue Delta Capital Group,2025Q4,Onyx Holdings Inc,ADR,C1V9GMYC5,19066,63847,SH,SOLE,63847
Blue Delta Capital Group,2025Q4,Drift Foods Corp,ADR,8YLXDWE0W,17676,74073,SH,SOLE,74073
Blue Delta Capital Group,2025Q4,Marlin Analytics PLC,ADR,QC18NAON6,10187,27089,SH,SOLE,27089
Blue Delta Capital Group,2025Q4,Cedar Industries Co,COM,0C9QYEL4U,685,4248,SH,SOLE,4248
Blue Delta Capital Group,2025Q4,Cedar Capital Corp,ADR,OU9V9SJ3O,34902,125236,SH,SOLE,125236
Blue Delta Capital Group,2025Q4,Zephyr Systems Ltd,ADR,XBD3A04GE,20841,60088,SH,SOLE,60088
Blue Delta Capital Group,2025Q4,Northwind Materials PLC,COM,ODJCXIA48,44764,488317,SH,SOLE,488317
Blue Delta Capital Group,2025Q4,Quill Energy Inc,CL A,YTHF7R2UF,70417,208377,SH,SOLE,208377
Blue Delta Capital Group,2025Q4,Cobalt Materials Ltd,ADR,4ZO6QTVZ5,20689,97820,SH,SOLE,97820
Blue Delta Capital Group,2025Q4,Nova Systems Co,ADR,UI726K5DU,7438,24832,SH,SOLE,24832
Blue Delta Capital Group,2025Q4,Quill Analytics Co,COM,NU7IDBR4S,77127,179746,SH,SOLE,179746
Blue Delta Capital Group,2025Q4,Cedar Networks Corp,COM,I626PD2RU,41723,221836,SH,SOLE,221836
Blue Delta Capital Group,2025Q4,Basalt Foods Inc,CL A,UEI8D5UO2,72958,157560,SH,SOLE,157560
Blue Delta Capital Group,2025Q4,Lumen Dynamics PLC,CL A,4C4OA26XD,5640,857143,SH,SOLE,857143
Blue Delta Capital Group,2025Q4,Vertex Health Inc,CL A,PV1V3UIX6,5722,13298,SH,SOLE,13298
Blue Delta Capital Group,2025Q4,Cirrus Semiconductor Co,COM,7XM4NDOGQ,19206,113746,SH,SOLE,113746
Blue Delta Capital Group,2025Q4,Zephyr Industries Co,COM,NTL2E1KTK,2136,11890,SH,SOLE,11890
Blue Delta Capital Group,2025Q4,Drift Materials Corp,ADR,1PCGFA32U,4359,9232,SH,SOLE,9232
Blue Delta Capital Group,2025Q4,Fable Motors Group,COM,LADVUD5Y5,12897,239944,SH,SOLE,239944
Blue Delta Capital Group,2025Q4,Sable Foods Co,COM,L8SGBI2BF,11311,110589,SH,SOLE,110589
Blue Delta Capital Group,2025Q4,Onyx Therapeutics Group,COM,5QDNT0U9N,11848,82232,SH,SOLE,82232
Blue Delta Capital Group,2025Q4,Terra Capital Ltd,COM,ULYOP3Z3M,77407,187722,SH,SOLE,187722
Blue Delta Capital Group,2025Q4,Northwind Networks PLC,COM,FGUZ9LO5L,43280,2244813,SH,SOLE,2244813
Blue Delta Capital Group,2025Q4,Cirrus Foods Corp,CL A,E8W8D72U6,28249,76498,SH,SOLE,76498
Blue Delta Capital Group,2025Q4,Basalt Industries Corp,COM,FFTDLVPGN,3952,10943,SH,SOLE,10943
Blue Delta Capital Group,2025Q4,Onyx Foods Inc,COM,747L78M65,5526,33728,SH,SOLE,33728
Blue Delta Capital Group,2025Q4,Sable Dynamics Ltd,ADR,GFT844TLG,135594,508166,SH,SOLE,508166
Blue Delta Capital Group,2025Q4,Drift Therapeutics Ltd,COM,MTI160IJI,2099,20714,SH,SOLE,20714
Blue Delta Capital Group,2025Q4,Vantage Logistics Corp,COM,5F25RLYYL,5299,27562,SH,SOLE,27562
Blue Delta Capital Group,2025Q4,Copper Health Inc,CL A,T8U689KKB,51346,149867,SH,SOLE,149867
Blue Delta Capital Group,2025Q4,Solace Networks PLC,COM,E3610AXVL,2717,6918,SH,SOLE,6918
Blue Delta Capital Group,2025Q4,Copper Motors Group,COM,XGHB0OUAK,18260,38836,SH,SOLE,38836
Blue Delta Capital Group,2025Q4,Nova Robotics Group,ADR,RCF6TPTY0,80943,264468,SH,SOLE,264468
Blue Delta Capital Group,2025Q4,Quill Software Inc,CL A,7IBWMKW1Z,310496,986829,SH,SOLE,986829
Blue Delta Capital Group,2025Q4,Cedar Semiconductor Corp,COM,Y4O6L9N6W,37793,329955,SH,SOLE,329955
Blue Delta Capital Group,2025Q4,Onyx Micro PLC,CL A,7Q7AEEULM,105049,485237,SH,SOLE,485237
Blue Delta Capital Group,2025Q4,Fable Robotics PLC,COM,LS4DT2K9F,4261,10064,SH,SOLE,10064
Blue Delta Capital Group,2025Q4,Halcyon Semiconductor Inc,COM,01CI5RDHW,9134,397649,SH,SOLE,397649
Blue Delta Capital Group,2025Q4,Lumen Micro Group,CL A,W0AYGR47F,2613,28614,SH,SOLE,28614
Blue Delta Capital Group,2025Q4,Copper Therapeutics Ltd,ADR,6Z74TMAAC,7773,37580,SH,SOLE,37580
Blue Delta Capital Group,2025Q4,Basalt Foods Ltd,COM,ZACBZHNO7,30170,408641,SH,SOLE,408641
Blue Delta Capital Group,2025Q4,Terra Software Group,COM,QYL7YY9U9,26647,57148,SH,SOLE,57148
Blue Delta Capital Group,2025Q4,Sable Robotics Group,CL A,X1J8WVQD1,4013,10385,SH,SOLE,10385
Blue Delta Capital Group,2025Q4,Aster Systems Co,COM,J5JS81O13,53045,149747,SH,SOLE,149747
Blue Delta Capital Group,2025Q4,Solace Dynamics Group,COM,45G3ZSWHA,22147,1210219,SH,SOLE,1210219
Blue Delta Capital Group,2025Q4,Granite Semiconductor Co,COM,H8BZP9SGM,10936,90710,SH,SOLE,90710
Blue Delta Capital Group,2025Q4,Drift Semiconductor Co,COM,ZZR3AN2IL,38822,203886,SH,SOLE,203886
Kestrel Point Management,2025Q1,Drift Semiconductor Co,COM,ZZR3AN2IL,12373,64981,SH,SOLE,64981
Kestrel Point Management,2025Q1,Sable Dynamics Ltd,ADR,GFT844TLG,5199,19484,SH,SOLE,19484
Kestrel Point Management,2025Q1,Cirrus Foods Inc,CL A,Q2FZ82Q1R,11299,28807,SH,SOLE,28807
Kestrel Point Management,2025Q1,Granite Holdings Ltd,COM,HWL9ZX69K,9651,58747,SH,SOLE,58747
Kestrel Point Management,2025Q1,Basalt Micro Corp,CL A,8XX2CWA9W,7334,19878,SH,SOLE,19878
Kestrel Point Management,2025Q1,Zephyr Materials Ltd,COM,E1C310TAQ,1427,3347,SH,SOLE,3347
Kestrel Point Management,2025Q1,Basalt Bioworks Co,ADR,0XT69521O,12228,55128,SH,SOLE,55128
Kestrel Point Management,2025Q1,Onyx Therapeutics Group,COM,5QDNT0U9N,10236,71044,SH,SOLE,71044
Kestrel Point Management,2025Q1,Vertex Therapeutics Inc,COM,ED356RBI1,2860,8191,SH,SOLE,8191
Kestrel Point Management,2025Q1,Basalt Foods Ltd,COM,ZACBZHNO7,20029,271285,SH,SOLE,271285
Kestrel Point Management,2025Q1,Halcyon Semiconductor Group,COM,KIK6CQODD,4742,20735,SH,SOLE,20735
Kestrel Point Management,2025Q1,Quill Dynamics Corp,CL A,SFJ0WQ0FM,18014,45387,SH,SOLE,45387
Kestrel Point Management,2025Q1,Sable Systems Ltd,COM,QPH9E29MS,6709,64146,SH,SOLE,64146
Kestrel Point Management,2025Q1,Onyx Therapeutics Inc,CL A,44NI2FMYI,16949,127657,SH,SOLE,127657
Kestrel Point Management,2025Q1,Onyx Industries Inc,ADR,3HILY6I06,9156,173672,SH,SOLE,173672
Kestrel Point Management,2025Q1,Sable Materials Group,CL A,753C601P6,15203,63779,SH,SOLE,63779
Kestrel Point Management,2025Q1,Aster Capital Ltd,ADR,GM9OWQIUI,2897,14708,SH,SOLE,14708
Kestrel Point Management,2025Q1,Nova Semiconductor Inc,CL A,FWJC2H0QN,4424,40339,SH,SOLE,40339
Kestrel Point Management,2025Q1,Sable Robotics Group,CL A,X1J8WVQD1,5734,14838,SH,SOLE,14838
Kestrel Point Management,2025Q1,Zephyr Health Corp,COM,B5Q4O6PUA,12558,26596,SH,SOLE,26596
Kestrel Point Management,2025Q1,Halcyon Semiconductor Inc,COM,01CI5RDHW,8492,369700,SH,SOLE,369700
Kestrel Point Management,2025Q1,Terra Logistics Inc,COM,7M9RVE5TT,21440,46372,SH,SOLE,46372
Kestrel Point Management,2025Q1,Quill Motors PLC,CL A,ZNSGZS5M7,1160,9592,SH,SOLE,9592
Kestrel Point Management,2025Q1,Copper Systems PLC,ADR,WLU7MFX0U,3374,10554,SH,SOLE,10554
Kestrel Point Management,2025Q1,Pinnacle Dynamics Group,ADR,BDCS6Z5MT,24241,68148,SH,SOLE,68148
Kestrel Point Management,2025Q1,Marlin Energy Group,COM,RSHTP3NCI,75711,786526,SH,SOLE,786526
Kestrel Point Management,2025Q1,Northwind Energy Corp,CL A,ZBHY23HFF,18832,108367,SH,SOLE,108367
Kestrel Point Management,2025Q1,Fable Robotics PLC,COM,LS4DT2K9F,54023,127599,SH,SOLE,127599
Kestrel Point Management,2025Q1,Basalt Analytics PLC,CL A,8C29019GD,69945,152422,SH,SOLE,152422
Kestrel Point Management,2025Q1,Lumen Semiconductor Co,COM,RZ65PXYYM,867,5798,SH,SOLE,5798
Kestrel Point Management,2025Q1,Northwind Networks Co,COM,M96BE9ONW,134887,1368439,SH,SOLE,1368439
Kestrel Point Management,2025Q1,Bright Dynamics Corp,COM,MOY5EPYRT,12619,58243,SH,SOLE,58243
Kestrel Point Management,2025Q1,Solace Capital Co,COM,LHLXZ4MMG,12724,52304,SH,SOLE,52304
Kestrel Point Management,2025Q1,Zephyr Bioworks Inc,COM,NTCB897L3,2323,36382,SH,SOLE,36382
Kestrel Point Management,2025Q1,Copper Capital Group,COM,5V02NESDJ,34141,321297,SH,SOLE,321297
Kestrel Point Management,2025Q1,Lumen Industries Group,COM,LQJHDQJTV,2086,5602,SH,SOLE,5602
Kestrel Point Management,2025Q1,Basalt Micro Co,COM,7HUB74X8V,1736,18361,SH,SOLE,18361
Kestrel Point Management,2025Q1,Sable Holdings Co,COM,GC62EOLY9,12466,233184,SH,SOLE,233184
Kestrel Point Management,2025Q1,Onyx Logistics Ltd,ADR,JQQ23DA2M,21827,120054,SH,SOLE,120054
Kestrel Point Management,2025Q1,Marlin Dynamics PLC,COM,HABRMQ4KD,35210,923420,SH,SOLE,923420
Kestrel Point Management,2025Q1,Sable Holdings Ltd,ADR,L79C4U93M,6045,37216,SH,SOLE,37216
Kestrel Point Management,2025Q1,Lumen Dynamics PLC,CL A,4C4OA26XD,24889,3782523,SH,SOLE,3782523
Kestrel Point Management,2025Q1,Marlin Bioworks PLC,COM,7POF74ZA6,22774,77900,SH,SOLE,77900
Kestrel Point Management,2025Q1,Lumen Health Group,COM,T6NCJHUSC,354239,22987605,SH,SOLE,22987605
Kestrel Point Management,2025Q1,Fable Semiconductor Ltd,COM,H91O4DQTS,2657,12881,SH,SOLE,12881
Kestrel Point Management,2025Q1,Lumen Dynamics Inc,CL A,E06BMCXQU,6603,40277,SH,SOLE,40277
Kestrel Point Management,2025Q1,Pinnacle Networks Co,CL A,EI8Q3O527,5773,14692,SH,SOLE,14692
Kestrel Point Management,2025Q1,Fable Motors Group,COM,LADVUD5Y5,9960,185302,SH,SOLE,185302
Kestrel Point Management,2025Q1,Cirrus Networks Co,COM,JRXX7YK3A,18279,49598,SH,SOLE,49598
Kestrel Point Management,2025Q1,Copper Networks Group,CL A,N8F4UV8KV,19306,61610,SH,SOLE,61610
